OBJECTID,EO_ID,ELCODE,Group,EO_NUM,SNAME,SCOMNAME,ELSUBID,ID_CONFIRM,LASTOBS,YEAR,SURVEYDATE,EORANK,GRANK,SRANK,USESA,SPROT,PBSSTATUS,EO_TRACK
4394,1638,PDSAL02280,Vascular Plants,10,Salix petiolaris,Meadow Willow,14704,Y - Yes,8/15/1942,1942,8/28/1990,H,G5,S4,,TU,SP,W
4395,2418,PDSAL02280,Vascular Plants,506,Salix petiolaris,Meadow Willow,14704,Y - Yes,5/24/1908,1908,,H,G5,S4,,TU,SP,W
4396,1260,PDSAL02280,Vascular Plants,507,Salix petiolaris,Meadow Willow,14704,Y - Yes,8/8/1965,1965,,H,G5,S4,,TU,SP,W
4397,705,PDSAL02280,Vascular Plants,23,Salix petiolaris,Meadow Willow,14704,Y - Yes,11/10/2000,2000,11/10/2000,E,G5,S4,,TU,SP,W
4398,56,PDSAL02280,Vascular Plants,502,Salix petiolaris,Meadow Willow,14704,Y - Yes,1860,1860,,H,G5,S4,,TU,SP,W
4399,8,PDSAL02280,Vascular Plants,501,Salix petiolaris,Meadow Willow,14704,? - Questionable,8/5/1949,1949,,H,G5,S4,,TU,SP,W
4400,8950,PDASTE8130,Vascular Plants,1,Symphyotrichum pilosum,,13018,Y - Yes,8/2/1927,1927,,H,G5,SNR,,,,N
4401,12484,PDERI0F010,Vascular Plants,11,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,5/23/2017,2017,5/23/2017,AB,G5,S3,,PR,PR,Y
4402,11768,PDERI0F010,Vascular Plants,5,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,5/29/2015,2015,5/29/2015,AB,G5,S3,,PR,PR,Y
4403,12709,PDERI0F010,Vascular Plants,551,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,8/31/2017,2017,8/31/2017,AC,G5,S3,,PR,PR,Y
4404,6713,PDERI0F010,Vascular Plants,555,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,6/8/2012,2012,6/8/2012,D,G5,S3,,PR,PR,Y
4405,11782,PDERI0F010,Vascular Plants,502,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,5/21/1994,1994,5/21/1994,D,G5,S3,,PR,PR,Y
4406,11846,PDERI0F010,Vascular Plants,537,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,7/8/1991,1991,7/8/1991,D,G5,S3,,PR,PR,Y
4407,6876,PDERI0F010,Vascular Plants,501,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,7/12/1984,1984,7/12/1984,D,G5,S3,,PR,PR,Y
4408,7954,PDERI0F010,Vascular Plants,556,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,6/27/2011,2011,6/27/2011,B,G5,S3,,PR,PR,Y
4409,3690,PDERI0F010,Vascular Plants,10,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,6/21/1900,1900,,H,G5,S3,,PR,PR,Y
4410,9045,PDERI0F010,Vascular Plants,3,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,8/6/1966,1966,,H,G5,S3,,PR,PR,Y
4411,9378,PDERI0F010,Vascular Plants,14,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,6/1/2015,2015,6/1/2015,B,G5,S3,,PR,PR,Y
4412,2098,PDERI0F010,Vascular Plants,6,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,6/28/2014,2014,6/28/2014,AB,G5,S3,,PR,PR,Y
4413,1381,PDERI0F010,Vascular Plants,523,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,6/15/1939,1939,7/28/1988,F,G5,S3,,PR,PR,Y
4414,1293,PDERI0F010,Vascular Plants,514,Gaultheria hispidula,Creeping Snowberry,13724,,1896-06-13,1896,NONE,H,G5,S3,,PR,PR,Y
4415,3290,PDERI0F010,Vascular Plants,549,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,3/15/2012,2012,3/15/2012,BC,G5,S3,,PR,PR,Y
4416,4417,PDERI0F010,Vascular Plants,542,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,9/1/2017,2017,9/1/2017,AC,G5,S3,,PR,PR,Y
4417,9588,PDERI0F010,Vascular Plants,535,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,4/18/2012,2012,4/18/2012,B,G5,S3,,PR,PR,Y
4418,14400,PDERI0F010,Vascular Plants,545,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,5/20/2009,2009,5/20/2009,C,G5,S3,,PR,PR,Y
4419,14187,PDERI0F010,Vascular Plants,553,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,10/5/2012,2012,10/5/2012,C,G5,S3,,PR,PR,Y
4420,3262,PDERI0F010,Vascular Plants,508,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,8/11/1913,1913,8/11/1913,H,G5,S3,,PR,PR,Y
4421,13189,PDERI0F010,Vascular Plants,526,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,9/9/1993,1993,9/9/1993,D,G5,S3,,PR,PR,Y
4422,13312,PDERI0F010,Vascular Plants,513,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,6/21/1907,1907,6/21/1907,H,G5,S3,,PR,PR,Y
4423,14215,PDERI0F010,Vascular Plants,518,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,1867-05-24,1867,1867-05-24,H,G5,S3,,PR,PR,Y
4424,14340,PDERI0F010,Vascular Plants,534,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,7/27/1989,1989,7/27/1989,A,G5,S3,,PR,PR,Y
4425,12202,PDERI0F010,Vascular Plants,558,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,7/25/2002,2002,7/25/2002,C,G5,S3,,PR,PR,Y
4426,11760,PDERI0F010,Vascular Plants,16,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,6/24/2008,2008,6/24/2008,E,G5,S3,,PR,PR,Y
4427,13050,PDERI0F010,Vascular Plants,521,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,8/30/1989,1989,8/30/1989,C,G5,S3,,PR,PR,Y
4428,10751,PDERI0F010,Vascular Plants,507,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,6/25/1946,1946,7/6/1988,F,G5,S3,,PR,PR,Y
4429,11284,PDERI0F010,Vascular Plants,540,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,7/1/1993,1993,7/1/1993,D,G5,S3,,PR,PR,Y
4430,11238,PDERI0F010,Vascular Plants,532,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,7/6/1988,1988,7/6/1988,A,G5,S3,,PR,PR,Y
4431,8815,PDERI0F010,Vascular Plants,522,Gaultheria hispidula,Creeping Snowberry,13724,,8/1/1946,1946,1986-06-,F,G5,S3,,PR,PR,Y
4432,8889,PDERI0F010,Vascular Plants,516,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,6/29/1939,1939,,H,G5,S3,,PR,PR,Y
4433,10011,PDERI0F010,Vascular Plants,511,Gaultheria hispidula,Creeping Snowberry,13724,,1919 05 08,1919,5/22/1992,X,G5,S3,,PR,PR,Y
4434,9782,PDERI0F010,Vascular Plants,554,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,6/26/1997,1997,6/26/1997,D,G5,S3,,PR,PR,Y
4435,9939,PDERI0F010,Vascular Plants,8,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,6/5/1992,1992,6/5/1992,E,G5,S3,,PR,PR,Y
4436,10052,PDERI0F010,Vascular Plants,503,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,10/2/1997,1997,10/2/1997,AB,G5,S3,,PR,PR,Y
4437,7758,PDERI0F010,Vascular Plants,1,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,10/1/1934,1934,,H,G5,S3,,PR,PR,Y
4438,7394,PDERI0F010,Vascular Plants,543,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,7/8/1993,1993,7/8/1993,E,G5,S3,,PR,PR,Y
4439,7854,PDERI0F010,Vascular Plants,548,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,9/30/1993,1993,9/30/1993,D,G5,S3,,PR,PR,Y
4440,7611,PDERI0F010,Vascular Plants,529,Gaultheria hispidula,Creeping Snowberry,13724,,1896-08-20,1896,8/20/1993,X?,G5,S3,,PR,PR,Y
4441,7609,PDERI0F010,Vascular Plants,530,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,1930-07,1930,1930-07,H,G5,S3,,PR,PR,Y
4442,8205,PDERI0F010,Vascular Plants,524,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,1871-07,1871,9/20/1989,F,G5,S3,,PR,PR,Y
4443,5822,PDERI0F010,Vascular Plants,506,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,4/4/1938,1938,,H,G5,S3,,PR,PR,Y
4444,5978,PDERI0F010,Vascular Plants,525,Gaultheria hispidula,Creeping Snowberry,13724,,1904-09,1904,,H,G5,S3,,PR,PR,Y
4445,6436,PDERI0F010,Vascular Plants,515,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,1903-05,1903,9/20/1989,X?,G5,S3,,PR,PR,Y
4446,6229,PDERI0F010,Vascular Plants,13,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,9/23/2004,2004,9/23/2004,E,G5,S3,,PR,PR,Y
4447,5855,PDERI0F010,Vascular Plants,4,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,9/2/1961,1961,,H,G5,S3,,PR,PR,Y
4448,6745,PDERI0F010,Vascular Plants,531,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,8/10/2011,2011,8/10/2011,B,G5,S3,,PR,PR,Y
4449,4352,PDERI0F010,Vascular Plants,547,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,7/22/1993,1993,7/22/1993,C,G5,S3,,PR,PR,Y
4450,4878,PDERI0F010,Vascular Plants,512,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,1906-07,1906,1906-07,H,G5,S3,,PR,PR,Y
4451,4876,PDERI0F010,Vascular Plants,546,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,7/6/2017,2017,7/6/2017,BC,G5,S3,,PR,PR,Y
4452,4962,PDERI0F010,Vascular Plants,15,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,9/6/1997,1997,9/30/1995,B,G5,S3,,PR,PR,Y
4453,5161,PDERI0F010,Vascular Plants,527,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,10/20/1948,1948,NONE,H,G5,S3,,PR,PR,Y
4454,3291,PDERI0F010,Vascular Plants,550,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,9/2/1993,1993,10/4/2011,E,G5,S3,,PR,PR,Y
4455,3527,PDERI0F010,Vascular Plants,517,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,1840,1840,1840,H,G5,S3,,PR,PR,Y
4456,2923,PDERI0F010,Vascular Plants,12,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,7/13/1947,1947,,H,G5,S3,,PR,PR,Y
4457,3979,PDERI0F010,Vascular Plants,552,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,6/18/1996,1996,6/18/1996,BC,G5,S3,,PR,PR,Y
4458,1792,PDERI0F010,Vascular Plants,544,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,6/18/1993,1993,6/18/1993,C,G5,S3,,PR,PR,Y
4459,1782,PDERI0F010,Vascular Plants,528,Gaultheria hispidula,Creeping Snowberry,13724,,1894-06-18,1894,NONE,H,G5,S3,,PR,PR,Y
4460,2338,PDERI0F010,Vascular Plants,509,Gaultheria hispidula,Creeping Snowberry,13724,,1863-08-19,1863,NONE,H,G5,S3,,PR,PR,Y
4461,2335,PDERI0F010,Vascular Plants,510,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,7/18/1959,1959,NONE,H,G5,S3,,PR,PR,Y
4462,853,PDERI0F010,Vascular Plants,519,Gaultheria hispidula,Creeping Snowberry,13724,,1880,1880,,H,G5,S3,,PR,PR,Y
4463,655,PDERI0F010,Vascular Plants,7,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,6/25/2015,2015,6/25/2015,AB,G5,S3,,PR,PR,Y
4464,6,PDERI0F010,Vascular Plants,557,Gaultheria hispidula,Creeping Snowberry,13724,Y - Yes,6/12/2001,2001,6/12/2001,C,G5,S3,,PR,PR,Y
4465,11811,PDPRI070A0,Vascular Plants,512,Lysimachia hybrida,Lance-leaf Loosestrife,14373,Y - Yes,8/25/1921,1921,,H,G5,S1,,N,PE,Y
4466,3148,PDPRI070A0,Vascular Plants,524,Lysimachia hybrida,Lance-leaf Loosestrife,14373,Y - Yes,7/19/2017,2017,7/19/2017,B,G5,S1,,N,PE,Y
4467,12284,PDPRI070A0,Vascular Plants,504,Lysimachia hybrida,Lance-leaf Loosestrife,14373,Y - Yes,1850-07-09,1850,,H,G5,S1,,N,PE,Y
4468,11780,PDPRI070A0,Vascular Plants,523,Lysimachia hybrida,Lance-leaf Loosestrife,14373,Y - Yes,7/30/2001,2001,7/30/2001,BC,G5,S1,,N,PE,Y
4469,12607,PDPRI070A0,Vascular Plants,517,Lysimachia hybrida,Lance-leaf Loosestrife,14373,Y - Yes,8/5/1903,1903,,H,G5,S1,,N,PE,Y
4470,12714,PDPRI070A0,Vascular Plants,510,Lysimachia hybrida,Lance-leaf Loosestrife,14373,Y - Yes,7/8/1922,1922,,H,G5,S1,,N,PE,Y
4471,12713,PDPRI070A0,Vascular Plants,509,Lysimachia hybrida,Lance-leaf Loosestrife,14373,Y - Yes,8/4/1917,1917,,H,G5,S1,,N,PE,Y
4472,11485,PDPRI070A0,Vascular Plants,506,Lysimachia hybrida,Lance-leaf Loosestrife,14373,Y - Yes,7/27/1913,1913,,H,G5,S1,,N,PE,Y
4473,9458,PDPRI070A0,Vascular Plants,513,Lysimachia hybrida,Lance-leaf Loosestrife,14373,Y - Yes,8/8/1908,1908,,H,G5,S1,,N,PE,Y
4474,10111,PDPRI070A0,Vascular Plants,515,Lysimachia hybrida,Lance-leaf Loosestrife,14373,Y - Yes,9/24/1932,1932,,H,G5,S1,,N,PE,Y
4475,9697,PDPRI070A0,Vascular Plants,521,Lysimachia hybrida,Lance-leaf Loosestrife,14373,Y - Yes,1840,1840,,H,G5,S1,,N,PE,Y
4476,7322,PDPRI070A0,Vascular Plants,502,Lysimachia hybrida,Lance-leaf Loosestrife,14373,Y - Yes,8/10/1901,1901,,H,G5,S1,,N,PE,Y
4477,7922,PDPRI070A0,Vascular Plants,507,Lysimachia hybrida,Lance-leaf Loosestrife,14373,Y - Yes,9/6/1927,1927,,H,G5,S1,,N,PE,Y
4478,5965,PDPRI070A0,Vascular Plants,511,Lysimachia hybrida,Lance-leaf Loosestrife,14373,Y - Yes,8/17/1961,1961,,H,G5,S1,,N,PE,Y
4479,6218,PDPRI070A0,Vascular Plants,519,Lysimachia hybrida,Lance-leaf Loosestrife,14373,Y - Yes,1896-05-15,1896,,H,G5,S1,,N,PE,Y
4480,6217,PDPRI070A0,Vascular Plants,520,Lysimachia hybrida,Lance-leaf Loosestrife,14373,Y - Yes,1879-07-31,1879,,H,G5,S1,,N,PE,Y
4481,6754,PDPRI070A0,Vascular Plants,505,Lysimachia hybrida,Lance-leaf Loosestrife,14373,Y - Yes,7/31/1921,1921,,H,G5,S1,,N,PE,Y
4482,6746,PDPRI070A0,Vascular Plants,501,Lysimachia hybrida,Lance-leaf Loosestrife,14373,Y - Yes,1897-08-28,1897,,H,G5,S1,,N,PE,Y
4483,3202,PDPRI070A0,Vascular Plants,508,Lysimachia hybrida,Lance-leaf Loosestrife,14373,Y - Yes,8/15/1908,1908,8/15/1908,H,G5,S1,,N,PE,Y
4484,3889,PDPRI070A0,Vascular Plants,516,Lysimachia hybrida,Lance-leaf Loosestrife,14373,Y - Yes,9/2/1906,1906,,H,G5,S1,,N,PE,Y
4485,4036,PDPRI070A0,Vascular Plants,522,Lysimachia hybrida,Lance-leaf Loosestrife,14373,Y - Yes,9/8/1997,1997,9/8/1997,C,G5,S1,,N,PE,Y
4486,1544,PDPRI070A0,Vascular Plants,503,Lysimachia hybrida,Lance-leaf Loosestrife,14373,Y - Yes,8/26/1961,1961,2002,H,G5,S1,,N,PE,Y
4487,1823,PDPRI070A0,Vascular Plants,518,Lysimachia hybrida,Lance-leaf Loosestrife,14373,Y - Yes,1870,1870,,H,G5,S1,,N,PE,Y
4488,939,PDPRI070A0,Vascular Plants,514,Lysimachia hybrida,Lance-leaf Loosestrife,14373,Y - Yes,8/18/1918,1918,,H,G5,S1,,N,PE,Y
4489,5688,PMPOA240J0,Vascular Plants,1,Dichanthelium laxiflorum,Lax-flower Witchgrass,15566,Y - Yes,6/21/2011,2011,6/21/2011,E,G5,S1,,N,PE,Y
4490,1926,PDBER02010,Vascular Plants,1,Berberis canadensis,American Barberry,13304,Y - Yes,8/8/1947,1947,10/4/2002,F,G3G4,SX,,PX,PX,Y
4491,12197,PDAST4N0R0,Vascular Plants,2,Helianthus hirsutus,Sunflower,13141,Y - Yes,8/3/1902,1902,8/3/1902,H,G5,SU,,N,W,W
4492,542,PDAST4N0R0,Vascular Plants,8,Helianthus hirsutus,Sunflower,13141,Y - Yes,9/5/1967,1967,10/7/2009,H,G5,SU,,N,W,W
4493,3324,PDAST4N0R0,Vascular Plants,10,Helianthus hirsutus,Sunflower,13141,Y - Yes,8/16/1967,1967,8/16/1967,H,G5,SU,,N,W,W
4494,13040,PDAST4N0R0,Vascular Plants,7,Helianthus hirsutus,Sunflower,13141,Y - Yes,8/3/1919,1919,,H,G5,SU,,N,W,W
4495,9147,PDAST4N0R0,Vascular Plants,5,Helianthus hirsutus,Sunflower,13141,Y - Yes,9/23/1905,1905,9/23/1905,H,G5,SU,,N,W,W
4496,9729,PDAST4N0R0,Vascular Plants,11,Helianthus hirsutus,Sunflower,13141,Y - Yes,1868-08-13,1868,,H,G5,SU,,N,W,W
4497,6834,PDAST4N0R0,Vascular Plants,1,Helianthus hirsutus,Sunflower,13141,Y - Yes,1872-08-31,1872,,H,G5,SU,,N,W,W
4498,4540,PDAST4N0R0,Vascular Plants,12,Helianthus hirsutus,Sunflower,13141,Y - Yes,7/26/1952,1952,,H,G5,SU,,N,W,W
4499,5323,PDAST4N0R0,Vascular Plants,6,Helianthus hirsutus,Sunflower,13141,Y - Yes,8/15/1900,1900,,H,G5,SU,,N,W,W
4500,3325,PDAST4N0R0,Vascular Plants,9,Helianthus hirsutus,Sunflower,13141,Y - Yes,9/5/1967,1967,7/20/2007,H,G5,SU,,N,W,W
4501,1762,PDAST4N0R0,Vascular Plants,4,Helianthus hirsutus,Sunflower,13141,Y - Yes,8/10/1901,1901,,H,G5,SU,,N,W,W
4502,14196,PMPOA58080,Vascular Plants,501,Erianthus giganteus,Sugar Cane Plumegrass,15713,? - Questionable,1869,1869,1986,F,G5,SX,,PX,PX,Y
4503,9315,PMPOA58080,Vascular Plants,502,Erianthus giganteus,Sugar Cane Plumegrass,15713,? - Questionable,1861,1861,,H,G5,SX,,PX,PX,Y
4504,4989,PMPOA58080,Vascular Plants,503,Erianthus giganteus,Sugar Cane Plumegrass,15713,? - Questionable,9/18/1908,1908,NONE,H,G5,SX,,PX,PX,Y
4505,12271,PDAPI16090,Vascular Plants,502,Hydrocotyle umbellata,Many-flowered Pennywort,12891,Y - Yes,5/30/1931,1931,8/2/1989,X?,G5,SH,,PX,PX,Y
4506,14390,PDAPI16090,Vascular Plants,510,Hydrocotyle umbellata,Many-flowered Pennywort,12891,Y - Yes,10/1/1953,1953,NONE,H,G5,SH,,PX,PX,Y
4507,14389,PDAPI16090,Vascular Plants,509,Hydrocotyle umbellata,Many-flowered Pennywort,12891,? - Questionable,1899-07-20,1899,NONE,H,G5,SH,,PX,PX,Y
4508,12767,PDAPI16090,Vascular Plants,504,Hydrocotyle umbellata,Many-flowered Pennywort,12891,Y - Yes,1863-07,1863,,H,G5,SH,,PX,PX,Y
4509,9638,PDAPI16090,Vascular Plants,511,Hydrocotyle umbellata,Many-flowered Pennywort,12891,Y - Yes,8/25/1921,1921,NONE,H,G5,SH,,PX,PX,Y
4510,7580,PDAPI16090,Vascular Plants,507,Hydrocotyle umbellata,Many-flowered Pennywort,12891,Y - Yes,10/15/1908,1908,8/25/1989,F,G5,SH,,PX,PX,Y
4511,7524,PDAPI16090,Vascular Plants,505,Hydrocotyle umbellata,Many-flowered Pennywort,12891,? - Questionable,1886-09-14,1886,NONE,H,G5,SH,,PX,PX,Y
4512,6097,PDAPI16090,Vascular Plants,501,Hydrocotyle umbellata,Many-flowered Pennywort,12891,? - Questionable,10/11/1924,1924,NONE,H,G5,SH,,PX,PX,Y
4513,7142,PDAPI16090,Vascular Plants,506,Hydrocotyle umbellata,Many-flowered Pennywort,12891,Y - Yes,NA,NA,,H,G5,SH,,PX,PX,Y
4514,4561,PDAPI16090,Vascular Plants,503,Hydrocotyle umbellata,Many-flowered Pennywort,12891,? - Questionable,1938,1938,NONE,H,G5,SH,,PX,PX,Y
4515,2157,PDAPI16090,Vascular Plants,1,Hydrocotyle umbellata,Many-flowered Pennywort,12891,Y - Yes,1864-08-11,1864,,H,G5,SH,,PX,PX,Y
4516,7415,PPDRY0D090,Vascular Plants,2,Gymnocarpium x heterosporum,A Fern Hybrid (Sterile Triploid),15867,Y - Yes,9/20/1944,1944,,H,GNA,SX,,N,PX,Y
4517,13685,PPDRY0D090,Vascular Plants,1,Gymnocarpium x heterosporum,A Fern Hybrid (Sterile Triploid),15867,Y - Yes,9/20/1952,1952,,H,GNA,SX,,N,PX,Y
4518,10797,PDLNT020D0,Vascular Plants,19,Utricularia minor,Lesser Bladderwort,14138,Y - Yes,6/22/1993,1993,6/22/1993,E,G5,S4,,PT,N,N
4519,5442,PDLNT020D0,Vascular Plants,3,Utricularia minor,Lesser Bladderwort,14138,Y - Yes,8/17/1948,1948,,H,G5,S4,,PT,N,N
4520,7875,PDLNT020D0,Vascular Plants,506,Utricularia minor,Lesser Bladderwort,14138,Y - Yes,7/27/2001,2001,7/27/2001,E,G5,S4,,PT,N,N
4521,6363,PDLNT020D0,Vascular Plants,13,Utricularia minor,Lesser Bladderwort,14138,Y - Yes,7/21/1988,1988,7/21/1988,BC,G5,S4,,PT,N,N
4522,181,PDLNT020D0,Vascular Plants,15,Utricularia minor,Lesser Bladderwort,14138,Y - Yes,6/5/2015,2015,6/5/2015,AB,G5,S4,,PT,N,N
4523,1408,PDLNT020D0,Vascular Plants,16,Utricularia minor,Lesser Bladderwort,14138,Y - Yes,9/2/1992,1992,9/2/1992,E,G5,S4,,PT,N,N
4524,1923,PDLNT020D0,Vascular Plants,2,Utricularia minor,Lesser Bladderwort,14138,Y - Yes,8/28/1947,1947,,H,G5,S4,,PT,N,N
4525,2611,PDLNT020D0,Vascular Plants,26,Utricularia minor,Lesser Bladderwort,14138,Y - Yes,6/6/2006,2006,6/6/2006,E,G5,S4,,PT,N,N
4526,12268,PDLNT020D0,Vascular Plants,25,Utricularia minor,Lesser Bladderwort,14138,Y - Yes,6/6/1997,1997,6/6/1997,E,G5,S4,,PT,N,N
4527,11803,PDLNT020D0,Vascular Plants,14,Utricularia minor,Lesser Bladderwort,14138,Y - Yes,9/3/1988,1988,9/3/1988,E,G5,S4,,PT,N,N
4528,11771,PDLNT020D0,Vascular Plants,1,Utricularia minor,Lesser Bladderwort,14138,Y - Yes,7/19/1947,1947,,H,G5,S4,,PT,N,N
4529,12598,PDLNT020D0,Vascular Plants,503,Utricularia minor,Lesser Bladderwort,14138,Y - Yes,1876-07,1876,,H,G5,S4,,PT,N,N
4530,12930,PDLNT020D0,Vascular Plants,8,Utricularia minor,Lesser Bladderwort,14138,Y - Yes,9/6/1987,1987,9/6/1987,B,G5,S4,,PT,N,N
4531,10843,PDLNT020D0,Vascular Plants,6,Utricularia minor,Lesser Bladderwort,14138,Y - Yes,1869-08-14,1869,,H,G5,S4,,PT,N,N
4532,10632,PDLNT020D0,Vascular Plants,23,Utricularia minor,Lesser Bladderwort,14138,Y - Yes,9/17/1994,1994,9/17/1994,E,G5,S4,,PT,N,N
4533,10798,PDLNT020D0,Vascular Plants,20,Utricularia minor,Lesser Bladderwort,14138,Y - Yes,7/24/1991,1991,7/24/1991,E,G5,S4,,PT,N,N
4534,9235,PDLNT020D0,Vascular Plants,17,Utricularia minor,Lesser Bladderwort,14138,Y - Yes,8/11/1993,1993,8/11/1993,E,G5,S4,,PT,N,N
4535,9121,PDLNT020D0,Vascular Plants,501,Utricularia minor,Lesser Bladderwort,14138,Y - Yes,9/5/1964,1964,9/20/1989,F,G5,S4,,PT,N,N
4536,8341,PDLNT020D0,Vascular Plants,12,Utricularia minor,Lesser Bladderwort,14138,Y - Yes,8/8/1987,1987,8/8/1987,AB,G5,S4,,PT,N,N
4537,8364,PDLNT020D0,Vascular Plants,4,Utricularia minor,Lesser Bladderwort,14138,Y - Yes,1868-07-26,1868,,H,G5,S4,,PT,N,N
4538,5851,PDLNT020D0,Vascular Plants,18,Utricularia minor,Lesser Bladderwort,14138,Y - Yes,8/6/1993,1993,8/6/1993,E,G5,S4,,PT,N,N
4539,7111,PDLNT020D0,Vascular Plants,7,Utricularia minor,Lesser Bladderwort,14138,Y - Yes,7/24/1928,1928,,H,G5,S4,,PT,N,N
4540,3382,PDLNT020D0,Vascular Plants,507,Utricularia minor,Lesser Bladderwort,14138,,8/16/2000,2000,8/16/2000,,G5,S4,,PT,N,N
4541,3188,PDLNT020D0,Vascular Plants,11,Utricularia minor,Lesser Bladderwort,14138,Y - Yes,7/30/1987,1987,7/30/1987,BC,G5,S4,,PT,N,N
4542,3758,PDLNT020D0,Vascular Plants,502,Utricularia minor,Lesser Bladderwort,14138,? - Questionable,7/6/1938,1938,NONE,H,G5,S4,,PT,N,N
4543,4056,PDLNT020D0,Vascular Plants,24,Utricularia minor,Lesser Bladderwort,14138,Y - Yes,7/13/1996,1996,1996-07-1306-26,E,G5,S4,,PT,N,N
4544,1672,PDLNT020D0,Vascular Plants,5,Utricularia minor,Lesser Bladderwort,14138,Y - Yes,8/18/1930,1930,,H,G5,S4,,PT,N,N
4545,2315,PDLNT020D0,Vascular Plants,21,Utricularia minor,Lesser Bladderwort,14138,Y - Yes,7/22/1994,1994,7/22/1994,E,G5,S4,,PT,N,N
4546,1022,PDLNT020D0,Vascular Plants,504,Utricularia minor,Lesser Bladderwort,14138,Y - Yes,8/24/1987,1987,8/24/1987,B,G5,S4,,PT,N,N
4547,999,PDLNT020D0,Vascular Plants,22,Utricularia minor,Lesser Bladderwort,14138,Y - Yes,9/21/1994,1994,9/21/1994,E,G5,S4,,PT,N,N
4548,106,PDFUM03020,Vascular Plants,501,Corydalis aurea,Golden Corydalis,13930,Y - Yes,5/9/2015,2015,5/9/2015,BC,G5,S1,,N,PE,Y
4549,14278,PDLAM220D0,Vascular Plants,504,Trichostema setaceum,Blue-curls,14117,Y - Yes,9/6/1914,1914,NONE,H,G5,S1,,PE,PE,Y
4550,9619,PDLAM220D0,Vascular Plants,502,Trichostema setaceum,Blue-curls,14117,Y - Yes,9/23/1941,1941,1990,X?,G5,S1,,PE,PE,Y
4551,4862,PDLAM220D0,Vascular Plants,501,Trichostema setaceum,Blue-curls,14117,Y - Yes,9/24/1998,1998,9/24/1998,C,G5,S1,,PE,PE,Y
4552,528,PDLAM220D0,Vascular Plants,503,Trichostema setaceum,Blue-curls,14117,Y - Yes,1839-08,1839,NONE,H,G5,S1,,PE,PE,Y
